p  x y rho rhoE rhoVel0 rhoVel1 s_rho s_rhoE s_rhoVel0 s_rhoVel1 H2 H O O2 OH H2O HO2 H2O2 C CH CH2 CH2(S) CH3 CH4 CO CO2 HCO CH2O CH2OH CH3O CH3OH C2H C2H2 C2H3 C2H4 C2H5 C2H6 HCCO CH2CO HCCOH N NH NH2 NH3 NNH NO NO2 N2O HNO CN HCN H2CN HCNN HCNO HOCN HNCO NCO AR C3H7 C3H8 CH2CHO CH3CHO N2 s_H2 s_H s_O s_O2 s_OH s_H2O s_HO2 s_H2O2 s_C s_CH s_CH2 s_CH2(S) s_CH3 s_CH4 s_CO s_CO2 s_HCO s_CH2O s_CH2OH s_CH3O s_CH3OH s_C2H s_C2H2 s_C2H3 s_C2H4 s_C2H5 s_C2H6 s_HCCO s_CH2CO s_HCCOH s_N s_NH s_NH2 s_NH3 s_NNH s_NO s_NO2 s_N2O s_HNO s_CN s_HCN s_H2CN s_HCNN s_HCNO s_HOCN s_HNCO s_NCO s_AR s_C3H7 s_C3H8 s_CH2CHO s_CH3CHO s_N2
14855 111 -50.3005 0.4657701929555879 143721.2879694515 0 0 0 0 0 0 1.934720235261033e-07 0 0 0 0 0 0 0 0 0 0 0 0 0.08546784210877841 0.3474288048778624 1.661797498258746e-05 0 0 0 0 0 0 0.0005043497292077737 0 0.0005043497292077737 0 0.01621214141655147 0 1.245281242061122e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01563576911884967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 110.8678056215371 -49.3524994147124 0.2342941825824803 214382.2199545231 -5.641870514736909e-16 6.24300731284595e-11 0.5471430167796464 287795.6156371619 -5.642479409571224e-06 0.6243007470636712 2.272727373235791e-17 -2.203217426326196e-37 1.017259377347674e-18 0.05381393076794293 6.007192655622978e-41 -3.069471008087643e-47 3.641966775630347e-39 -2.71257522284035e-52 2.522874576835407e-42 -4.868829803544629e-39 1.252441817765625e-44 -3.458087208333171e-44 -2.523034587977084e-51 1.003995827157964e-11 4.08126684522933e-11 1.95212341000705e-15 1.481603051743004e-40 5.889677779246619e-48 2.243837149020739e-46 -7.081236821037765e-47 2.191985758618232e-51 6.687514268318107e-49 5.924626281173482e-14 -2.655139470541216e-46 5.924626281173482e-14 2.766105483290754e-46 1.904449899506786e-12 -2.329063246519278e-48 1.462839285302419e-17 9.392053206630337e-52 3.130428357056929e-31 -1.709048120811619e-49 2.817668620947024e-51 -1.252709106993633e-51 1.147206351291816e-35 6.707640290111529e-31 1.439580971970691e-41 1.513810194445506e-18 9.269877659814621e-55 -2.307663199534633e-47 -5.241453740398361e-45 2.626106838886589e-45 3.96322940579451e-37 -6.262132228401126e-52 -6.262132228401126e-52 -5.479365699844008e-52 -5.635919225580314e-51 -2.145175090604754e-76 7.826370699906559e-53 1.836743102715831e-12 -1.641321163885437e-46 7.827665262559006e-53 0.1804802517598231 2.272727373235737e-07 -2.203217426326196e-27 1.017259377347674e-08 -1.213420860139215e-10 6.007192655622978e-31 -3.069471008087643e-37 3.641966775630347e-29 -2.71257522284035e-42 2.522874576835407e-32 -4.868829803544629e-29 1.252441817765625e-34 -3.458087208333171e-34 -2.523034587977084e-41 0.1003995827157941 0.4081266845229234 1.952123410007004e-05 1.481603051743004e-30 5.889677779246619e-38 2.243837149020739e-36 -7.081236821037765e-37 2.191985758618232e-41 6.687514268318107e-39 0.0005924626281173344 -2.655139470541215e-36 0.0005924626281173344 2.766105483290754e-36 0.01904449899506741 -2.329063246519279e-38 1.462839285302385e-07 9.392053206630337e-42 3.130428357056928e-21 -1.709048120811619e-39 2.817668620947024e-41 -1.252709106993633e-41 1.147206351291816e-25 6.707640290111529e-21 1.439580971970691e-31 1.513810194445506e-08 9.269877659814621e-45 -2.307663199534633e-37 -5.24145374039836e-35 2.626106838886589e-35 3.96322940579451e-27 -6.262132228401126e-42 -6.262132228401126e-42 -5.479365699844008e-42 -5.635919225580314e-41 -2.145175090604754e-66 7.826370699906559e-43 0.01836743102715788 -1.641321163885438e-36 7.827665262559007e-43 -4.069550378531819e-10
39 111.8291435764137 -48.6874979657789 0.234294182527766 214382.2199257436 3.264816152653576e-20 1.751827124089738e-18 4.681046634511193e-10 -0.1858627615433454 6.529000711764786e-10 3.503670669611582e-08 2.79210706362313e-31 -2.203217426326196e-37 1.017259377347674e-18 0.05381393076794293 6.007192655622978e-41 -3.069471008087643e-47 3.641966775630347e-39 -2.71257522284035e-52 2.522874576835407e-42 -4.868829803544629e-39 1.252441817765625e-44 -3.458087208333171e-44 -2.523034587977084e-51 1.233436035429947e-25 5.013946732588686e-25 2.39823642128569e-29 1.481603051743004e-40 5.889677779246619e-48 2.243837149020739e-46 -7.081236821037765e-47 2.191985758618232e-51 6.687514268318107e-49 7.278563669274031e-28 -2.655139470541216e-46 7.278563669274031e-28 2.766105483290754e-46 2.339668223892952e-26 -2.329063246519278e-48 1.797137637157438e-31 9.392053206630337e-52 3.130428357056929e-31 -1.709048120811619e-49 2.817668620947024e-51 -1.252709106993633e-51 1.147206351291816e-35 6.707640290111529e-31 1.439580971970691e-41 1.513810194445506e-18 9.269877659814621e-55 -2.307663199534633e-47 -5.241453740398361e-45 2.626106838886589e-45 3.96322940579451e-37 -6.262132228401126e-52 -6.262132228401126e-52 -5.479365699844008e-52 -5.635919225580314e-51 -2.145175090604754e-76 7.826370699906559e-53 2.256488592318291e-26 -1.641321163885437e-46 7.827665262559006e-53 0.1804802517598231 5.584229077516775e-21 -2.203217426326196e-27 1.017259377347674e-08 1.075136745812811e-10 6.007192655622978e-31 -3.069471008087643e-37 3.641966775630347e-29 -2.71257522284035e-42 2.522874576835407e-32 -4.868829803544629e-29 1.252441817765625e-34 -3.458087208333171e-34 -2.523034587977084e-41 2.46687867526314e-15 1.002792031223318e-14 4.796485683869959e-19 1.481603051743004e-30 5.889677779246619e-38 2.243837149020739e-36 -7.081236821037765e-37 2.191985758618232e-41 6.687514268318107e-39 1.455716631144017e-17 -2.655139470541215e-36 1.455716631144017e-17 2.766105483290754e-36 4.679348975482494e-16 -2.329063246519279e-38 3.594284897044637e-21 9.392053206630337e-42 3.130428357056928e-21 -1.709048120811619e-39 2.817668620947024e-41 -1.252709106993633e-41 1.147206351291816e-25 6.707640290111529e-21 1.439580971970691e-31 1.513810194445506e-08 9.269877659814621e-45 -2.307663199534633e-37 -5.24145374039836e-35 2.626106838886589e-35 3.96322940579451e-27 -6.262132228401126e-42 -6.262132228401126e-42 -5.479365699844008e-42 -5.635919225580314e-41 -2.145175090604754e-66 7.826370699906559e-43 4.512989266949857e-16 -1.641321163885438e-36 7.827665262559007e-43 3.605775452332436e-10
368 109.8596428101174 -48.98744339281735 0.234294182527766 214382.2199257436 1.201051055075732e-19 3.218684380197745e-18 8.281030208033257e-10 -0.1853776818461318 2.401634730929625e-09 6.437361181272963e-08 6.240336163144308e-31 -2.203217426326196e-37 1.017259377347674e-18 0.05381393076794293 6.007192655622978e-41 -3.069471008087643e-47 3.641966775630347e-39 -2.71257522284035e-52 2.522874576835407e-42 -4.868829803544629e-39 1.252441817765625e-44 -3.458087208333171e-44 -2.523034587977084e-51 2.75671932394638e-25 1.12061294221447e-24 5.360038539530542e-29 1.481603051743004e-40 5.889677779246619e-48 2.243837149020739e-46 -7.081236821037765e-47 2.191985758618232e-51 6.687514268318107e-49 1.626752952022162e-27 -2.655139470541216e-46 1.626752952022162e-27 2.766105483290754e-46 5.229139103415893e-26 -2.329063246519278e-48 4.016587735266164e-31 9.392053206630337e-52 3.130428357056929e-31 -1.709048120811619e-49 2.817668620947024e-51 -1.252709106993633e-51 1.147206351291816e-35 6.707640290111529e-31 1.439580971970691e-41 1.513810194445506e-18 9.269877659814621e-55 -2.307663199534633e-47 -5.241453740398361e-45 2.626106838886589e-45 3.96322940579451e-37 -6.262132228401126e-52 -6.262132228401126e-52 -5.479365699844008e-52 -5.635919225580314e-51 -2.145175090604754e-76 7.826370699906559e-53 5.043233315734993e-26 -1.641321163885437e-46 7.827665262559006e-53 0.1804802517598231 1.248071110349859e-20 -2.203217426326196e-27 1.017259377347674e-08 1.901961936595066e-10 6.007192655622978e-31 -3.069471008087643e-37 3.641966775630347e-29 -2.71257522284035e-42 2.522874576835407e-32 -4.868829803544629e-29 1.252441817765625e-34 -3.458087208333171e-34 -2.523034587977084e-41 5.513455778040565e-15 2.241232847874644e-14 1.072011038613433e-18 1.481603051743004e-30 5.889677779246619e-38 2.243837149020739e-36 -7.081236821037765e-37 2.191985758618232e-41 6.687514268318107e-39 3.253516012624574e-17 -2.655139470541215e-36 3.253516012624574e-17 2.766105483290754e-36 1.045831070050097e-15 -2.329063246519279e-38 8.033200429453967e-21 9.392053206630337e-42 3.130428357056928e-21 -1.709048120811619e-39 2.817668620947024e-41 -1.252709106993633e-41 1.147206351291816e-25 6.707640290111529e-21 1.439580971970691e-31 1.513810194445506e-08 9.269877659814621e-45 -2.307663199534633e-37 -5.24145374039836e-35 2.626106838886589e-35 3.96322940579451e-27 -6.262132228401126e-42 -6.262132228401126e-42 -5.479365699844008e-42 -5.635919225580314e-41 -2.145175090604754e-66 7.826370699906559e-43 1.008649796992776e-15 -1.641321163885438e-36 7.827665262559007e-43 6.378767806988494e-10
14856 151 -50.30046349999999 0.4657701929555879 143721.2879694515 0 0 0 0 0 0 1.934720235261033e-07 0 0 0 0 0 0 0 0 0 0 0 0 0.08546784210877841 0.3474288048778624 1.661797498258746e-05 0 0 0 0 0 0 0.0005043497292077737 0 0.0005043497292077737 0 0.01621214141655147 0 1.245281242061122e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01563576911884967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 150.8481218930232 -49.2627641795579 1.1787398081703 -101324.9999747164 -1.971173490780024e-16 5.481756444439472e-11 0.4804881606356711 252835.8450908675 -1.971486459476853e-06 0.5481756820133796 1.995855867609885e-17 -1.098966829652608e-51 5.074098904175261e-33 0.2707392123156612 2.996393088116854e-55 -1.531054893703101e-61 1.816616296371851e-53 -1.353034955705603e-66 1.258412103220849e-56 -2.428576675812558e-53 6.247191027756777e-59 -1.724897003170984e-58 -1.258491916921928e-65 8.816855845917467e-12 3.584072808845229e-11 1.714308987537753e-15 7.390249319572019e-55 2.937776562310007e-62 1.119227983789096e-60 -3.532127281786951e-61 1.093364463719386e-65 3.335738119121989e-63 5.202867825647047e-14 -1.324385950909856e-60 5.202867825647047e-14 1.379735897662e-60 1.672443228898149e-12 -1.161738837712311e-62 1.284631146402872e-17 4.684764568892351e-66 1.561460474078573e-45 -8.524747365419665e-64 1.405455637003179e-65 -6.248524268825019e-66 5.722275576490678e-50 3.345776996855774e-45 7.180642808516988e-56 7.550898836433172e-33 4.623823296487372e-69 -1.151064475069696e-61 -2.61444182994746e-59 1.309904448183564e-59 1.976862384632909e-51 -3.123557175828418e-66 -3.123557175828418e-66 -2.733112528846386e-66 -2.811201567991401e-65 -1.070015260501402e-90 3.903800729328914e-67 1.612984708160616e-12 -8.186924696418294e-61 3.904446458341833e-67 0.9080005958065898 1.995855867609886e-07 -2.197933659257035e-41 1.014819780812806e-22 -6.390581792374625e-10 5.992786176102337e-45 -3.062109787339075e-51 3.633232592664056e-43 -2.706069911351886e-56 2.516824206386524e-46 -4.85715335151864e-43 1.249438205523966e-48 -3.449794006266344e-48 -2.516983833788681e-55 0.08816855845917471 0.3584072808845232 1.714308987537754e-05 1.478049863882003e-44 5.875553124491213e-52 2.238455967529121e-50 -7.064254563419043e-51 2.186728927390836e-55 6.671476238097729e-53 0.0005202867825647051 -2.648771901761647e-50 0.0005202867825647051 2.759471795263509e-50 0.0167244322889815 -2.323477675373687e-52 1.284631146402873e-07 9.369529137579307e-56 3.122920948088688e-35 -1.704949473046558e-53 2.810911273944738e-55 -1.249704853737608e-55 1.144455115273047e-39 6.691553993564861e-35 1.436128561671915e-45 1.510179767253529e-22 9.247646592772023e-59 -2.302128950088928e-51 -5.228883659780295e-49 2.619808896309699e-49 3.953724769179147e-41 -6.247114351519891e-56 -6.247114351519891e-56 -5.466225057572944e-56 -5.62240313585955e-55 -2.140030520955892e-80 7.807601458486676e-57 0.01612984708160617 -1.637384939247765e-50 7.808892916512487e-57 -2.143262523883791e-09
63 151.7889007785019 -48.58491208718853 1.178739808122251 -101324.9999999999 1.343572790253238e-20 4.160329444840641e-18 2.573230972367922e-09 0.6709533593457804 2.688266659045241e-10 8.320637415500826e-08 1.516957714319769e-32 -2.598179216014434e-53 1.199619311257753e-34 0.2707392123156612 7.084077548560281e-57 -3.619722539445569e-63 4.294847285061783e-55 -3.198847504402439e-68 2.975139998359146e-58 -5.741645037264873e-55 1.476961947242787e-60 -4.078004378731886e-60 -2.975328694044677e-67 6.701284250313476e-27 2.724087938560604e-26 1.302966955468258e-30 1.747203979700322e-56 6.945496260247451e-64 2.646080670498308e-62 -8.350661224922839e-63 2.58493409310858e-67 7.886357638209585e-65 3.954459143461612e-29 -3.131115479366402e-62 3.954459143461612e-29 3.261973916016748e-62 1.271146729085753e-27 -2.746584902416964e-64 9.76388705826222e-33 1.107572822617816e-67 3.691607463403997e-47 -2.015422197375019e-65 3.322780566767689e-67 -1.477277152319046e-67 1.35286134849446e-51 7.910091569731696e-47 1.697648773312825e-57 1.785184765335439e-34 1.093165076807129e-70 -2.721348556410953e-63 -6.181067745416377e-61 3.096878286409447e-61 4.673701354842128e-53 -7.384719097332107e-68 -7.384719097332107e-68 -6.461629210157368e-68 -6.646247447060143e-67 -2.529731867823367e-92 9.229372210998021e-69 1.225955058094573e-27 -1.935554105489539e-62 9.230898844609944e-69 0.9080005958065898 3.034066679355852e-22 -5.196358432108042e-43 2.399238622552065e-24 5.910331728923288e-10 1.416815509733643e-46 -7.239445079001459e-53 8.589694570254451e-45 -6.397695008902358e-58 5.950279996808961e-48 -1.148329007470471e-44 2.953923894530587e-50 -8.156008757588037e-50 -5.950657388180032e-57 1.340323666298474e-16 5.448447486704069e-16 2.606063825358969e-20 3.494407959453888e-46 1.389099252070659e-53 5.29216134107725e-52 -1.670132245010014e-52 5.169868186295934e-57 1.577271527665952e-54 7.909312572652103e-19 -6.262230958828227e-52 7.909312572652103e-19 6.52394783213289e-52 2.542420199906951e-17 -5.493169804917639e-54 1.952874764063629e-22 2.215145645269385e-57 7.38321492692047e-37 -4.030844394811453e-55 6.64556113363664e-57 -2.954554304683108e-57 2.705722697030139e-41 1.582018313970448e-36 3.395297546677384e-47 3.570369530725289e-24 2.18633015364758e-60 -5.442697112904842e-53 -1.236213549102114e-50 6.193756572913257e-51 9.347402709826684e-43 -1.476943819488924e-57 -1.476943819488924e-57 -1.292325842051164e-57 -1.329249489432285e-56 -5.059463735723812e-82 1.845874442227726e-58 2.452032352016125e-17 -3.871108211038063e-52 1.846179768950117e-58 1.982197069043206e-09
352 149.6971951347623 -48.73388459182976 0.234294182527766 214382.2199257416 -2.864712993949591e-18 2.677348424848069e-18 1.737710735880486e-09 -19.47010247049989 -5.729419671963725e-08 5.354742324431212e-08 2.595220231367891e-31 -2.203217426326193e-37 1.017259377347672e-18 0.05381393076794293 6.007192655622971e-41 -3.06947100808764e-47 3.641966775630343e-39 -2.712575222840347e-52 2.522874576835404e-42 -4.868829803544623e-39 1.252441817765623e-44 -3.458087208333167e-44 -2.523034587977082e-51 1.146459673753459e-25 4.66038575989644e-25 2.229123575242758e-29 1.481603051743002e-40 5.889677779246613e-48 2.243837149020736e-46 -7.081236821037758e-47 2.19198575861823e-51 6.6875142683181e-49 6.765312095621527e-28 -2.655139470541213e-46 6.765312095621527e-28 2.766105483290751e-46 2.174685343711926e-26 -2.329063246519276e-48 1.670411573849787e-31 9.392053206630327e-52 3.130428357056925e-31 -1.709048120811617e-49 2.817668620947021e-51 -1.252709106993632e-51 1.147206351291815e-35 6.707640290111522e-31 1.439580971970689e-41 1.513810194445504e-18 9.269877659814611e-55 -2.307663199534631e-47 -5.241453740398355e-45 2.626106838886587e-45 3.963229405794506e-37 -6.262132228401119e-52 -6.262132228401119e-52 -5.479365699844002e-52 -5.635919225580307e-51 -2.145175090604751e-76 7.82637069990655e-53 2.097371165644493e-26 -1.641321163885436e-46 7.827665262558999e-53 0.1804802517598231 5.19046074366792e-21 -2.203217426326191e-27 1.017259377347671e-08 3.991237502611536e-10 6.007192655622964e-31 -3.069471008087636e-37 3.64196677563034e-29 -2.712575222840344e-42 2.522874576835401e-32 -4.868829803544618e-29 1.252441817765622e-34 -3.458087208333163e-34 -2.523034587977079e-41 2.29292830677335e-15 9.320807939423382e-15 4.458264570472e-19 1.481603051743001e-30 5.889677779246607e-38 2.243837149020734e-36 -7.08123682103775e-37 2.191985758618228e-41 6.687514268318092e-39 1.353067706029284e-17 -2.65513947054121e-36 1.353067706029284e-17 2.766105483290748e-36 4.349387681990558e-16 -2.329063246519274e-38 3.340836201505725e-21 9.392053206630317e-42 3.130428357056921e-21 -1.709048120811616e-39 2.817668620947018e-41 -1.25270910699363e-41 1.147206351291814e-25 6.707640290111514e-21 1.439580971970688e-31 1.513810194445503e-08 9.269877659814601e-45 -2.307663199534628e-37 -5.241453740398349e-35 2.626106838886583e-35 3.963229405794502e-27 -6.262132228401112e-42 -6.262132228401112e-42 -5.479365699843996e-42 -5.635919225580301e-41 -2.145175090604749e-66 7.826370699906541e-43 4.194758721666697e-16 -1.641321163885434e-36 7.827665262558989e-43 1.338574489960672e-09
14858 153 -50.30046349999999 0.4657701929555879 143721.2879694515 0 0 0 0 0 0 1.934720235261033e-07 0 0 0 0 0 0 0 0 0 0 0 0 0.08546784210877841 0.3474288048778624 1.661797498258746e-05 0 0 0 0 0 0 0.0005043497292077737 0 0.0005043497292077737 0 0.01621214141655147 0 1.245281242061122e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01563576911884967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
47 152.9407788854787 -49.32214790763061 1.178739808174509 -101324.9999725043 1.221738875946879e-16 5.961988689573067e-11 0.5225816772522733 274956.8494421378 1.221626894402384e-06 0.5961989133910492 2.170704279894287e-17 -1.605148347836384e-67 7.411216838428073e-49 0.2707392123156612 4.376524645770697e-71 -2.236255150531885e-77 2.653345458748448e-69 -1.976239650838463e-82 1.838033736669533e-72 -3.547173339168719e-69 9.124632414967325e-75 -2.519380476390763e-74 -1.838150312372244e-81 9.589262947561165e-12 3.898058127278443e-11 1.864492279578182e-15 1.07941806479817e-70 4.290909487045194e-78 1.634741741567586e-76 -5.15901673984131e-77 1.596965545426843e-81 4.872171194116986e-79 5.658668864892133e-14 -1.934394982305941e-76 5.658668864892133e-14 2.015238983402972e-76 1.818958840548418e-12 -1.696832994095683e-78 1.397172197069331e-17 6.842556030682958e-82 2.280665469194664e-61 -1.245122580601581e-79 2.052805173752253e-81 -9.126579743713032e-82 8.35794215042139e-66 4.886833955151921e-61 1.048802987451196e-71 1.102882495171551e-48 6.753545352583765e-85 -1.681242045308435e-77 -3.81864754296639e-75 1.913243333731941e-75 2.887400515624722e-67 -4.562260211018704e-82 -4.562260211018704e-82 -3.991977684636285e-82 -4.106034350211326e-81 -1.562861754523081e-106 5.701882096792278e-83 1.754291412636548e-12 -1.19578028160056e-76 5.702825247058756e-83 0.9080005958065898 2.170704279894285e-07 -4.815445043481476e-57 2.223365051515643e-38 -6.813507982731001e-10 1.312957393723663e-60 -6.708765451557098e-67 7.960036376199594e-59 -5.928718952481315e-72 5.514101209976908e-62 -1.0641520017445e-58 2.737389724474466e-64 -7.55814142912885e-64 -5.514450937085038e-71 0.09589262947561154 0.3898058127278439 1.864492279578179e-05 3.238254194375898e-60 1.28727284610616e-67 4.904225224674572e-66 -1.547705021943498e-66 4.790896636252994e-71 1.461651358226695e-68 0.0005658668864892127 -5.80318494688447e-66 0.0005658668864892127 6.045716950174171e-66 0.01818958840548416 -5.090498982257794e-68 1.39717219706933e-07 2.05276680919309e-71 6.84199640754467e-51 -3.735367741783276e-69 6.158415521221362e-71 -2.737973923098174e-71 2.507382645112007e-55 1.466050186537151e-50 3.146408962335505e-61 3.308647485495638e-38 2.026063605763485e-74 -5.043726135896317e-67 -1.145594262883333e-64 5.739730001162833e-65 8.662201546824383e-57 -1.368678063297745e-71 -1.368678063297745e-71 -1.197593305384003e-71 -1.231810305056318e-70 -4.688585263542296e-96 1.710564629027852e-72 0.01754291412636546 -3.587340844781064e-66 1.710847574107794e-72 -2.285102795024615e-09
